,Country,Year,Metric tons in thousands_x,Metric tons in thousands_y
693,GSTP (Global System of Trade Preferences among Developing Countries),1997,5562.108000000003,10168.322000000004
694,GSTP: Africa,1997,310.38000000000017,21.445000000000007
695,GSTP: Asia,1997,3159.770999999999,2630.6259999999997
696,GSTP: Latin America,1997,2082.644999999998,7489.394999999995
697,Germany,1997,1963.971999999999,5513.705000000001
698,Greece,1997,255.83299999999997,31.965000000000014
699,Guatemala,1997,42.083999999999996,9.838000000000006
700,HIPCs (Heavily indebted poor countries) (IMF),1997,196.78900000000013,97.88399999999999
701,High-income OECD members (World Bank),1997,29374.164999999994,33942.748999999974
702,High-income developing economies,1997,59095.57599999997,44138.02400000003
703,High-income economies (World Bank),1997,72929.428,69250.46399999998
704,High-income non OECD members (World Bank),1997,43555.25199999998,35307.711
705,Honduras,1997,18.269,1.475999999999999
706,Hungary,1997,40.29999999999999,49.629999999999974
707,IGAD (Intergovernmental Authority on Development),1997,175.95900000000012,0.3150000000000002
708,Iceland,1997,0.0,32.991
709,India,1997,1727.736,12.070000000000004
710,Industrialized economies (UNIDO),1997,72674.20899999994,69253.94200000002
711,Iran (Islamic Republic of),1997,5.851999999999998,0.2960000000000002
712,Ireland,1997,1741.8800000000008,97.25499999999998
713,Israel,1997,0.0,0.0
714,Italy,1997,4740.138000000007,635.7450000000002
715,Jamaica,1997,1.6749999999999987,2.2560000000000002
716,Japan,1997,178.06599999999992,3594.495000000001
717,Jordan,1997,0.9390000000000005,2.845000000000001
718,Kenya,1997,66.29100000000001,0.3150000000000002
719,"Korea, Republic of",1997,303.18999999999994,535.551
720,LAIA (Latin American Integration Association),1997,2075.3669999999993,7484.108999999997
721,LAS (League of Arab States),1997,245.2120000000001,23.984000000000005
722,LDCs (Least developed countries),1997,121.86300000000006,122.00199999999997
723,LDCs: Africa,1997,118.64300000000013,85.59000000000006
724,LDCs: Africa and Haiti,1997,118.64300000000013,85.59000000000006
725,LDCs: Asia,1997,3.217,36.42200000000001
726,LIFDC (Low-income food-deficit countries) (FAO),1997,1955.1749999999997,60.892999999999965
727,LLDCs (Landlocked developing countries),1997,145.9100000000001,113.24800000000003
728,LMMC (Like-Minded Megadiverse Countries),1997,17355.339,8295.073
729,Latin America and the Caribbean,1997,2268.47,7534.864999999999
730,Latvia,1997,59.118,57.28500000000001
731,Lithuania,1997,267.4110000000001,12.977999999999996
732,Low-income developing economies,1997,118.50400000000008,1.27
733,Low-income economies (World Bank),1997,118.1470000000001,1.27
734,Lower-middle-income economies (World Bank),1997,2741.1730000000007,420.5130000000003
735,MERCOSUR (Southern Common Market),1997,118.98600000000008,287.65600000000023
736,MRU (Mano River Union),1997,6.125999999999999,3.0359999999999987
737,Major net food-exporting economies,1997,22519.247999999996,24351.258000000013
738,Major net food-importing economies,1997,67542.17599999998,52350.00500000004
739,Malaysia,1997,240.22599999999994,381.4239999999998
740,Malta,1997,0.0,18.922000000000004
741,Mauritius,1997,0.20700000000000013,0.6120000000000004
742,Mexico,1997,1669.242,7160.614999999998
743,Middle Africa,1997,1.9720000000000013,0.5580000000000002
744,Middle-income developing economies,1997,2799.723999999999,483.12299999999954
745,Morocco,1997,95.525,12.077999999999994
746,NAFTA (North American Free Trade Agreement),1997,12272.83100000001,17854.661999999986
747,Nagoya Protocol on Access and Benefit Sharing,1997,36107.25900000003,31134.007000000005
748,Net food-exporting developed economies,1997,18474.558000000005,16284.301000000014
749,Net food-exporting developing economies,1997,4468.869000000002,8244.785000000003
750,Net food-exporting economies,1997,22943.422999999995,24529.090000000004
751,Net food-importing developed economies,1997,10721.032999999994,17397.463000000014
752,Net food-importing developing economies,1997,57544.94900000002,36377.613000000005
753,Net food-importing economies,1997,68265.996,53775.07799999997
754,Netherlands,1997,3738.897999999997,3630.103
755,New Zealand,1997,14.705999999999996,94.94299999999996
756,Nicaragua,1997,32.011,7.201999999999998
757,Niger,1997,1.9389999999999992,1.27
758,Nigeria,1997,77.7,0.09200000000000005
759,North Macedonia,1997,9.315999999999999,26.855
760,Northern Africa,1997,231.154,20.787000000000003
761,Northern America,1997,10603.588999999996,10694.787999999993
762,Northern America and Europe,1997,28955.208000000013,29353.42999999999
763,Northern Europe,1997,3787.8719999999976,2715.919
764,Norway,1997,57.78600000000001,285.84200000000004
765,OAS (Organization of American States),1997,12872.06900000001,18228.906999999992
766,OECD (Organisation for Economic Cooperation and Development),1997,31347.79200000001,41179.656999999985
767,OIC (Organisation of Islamic Cooperation),1997,811.9450000000002,589.6009999999997
768,OPEC (Organization of the Petroleum Exporting Countries),1997,100.43700000000004,125.4790000000001
769,Oceania,1997,62.66499999999999,735.5159999999996
770,Oman,1997,0.001,0.35200000000000015
771,Panama,1997,26.03099999999999,13.131000000000007
772,Philippines,1997,489.57499999999976,224.98900000000003
773,Poland,1997,68.58499999999998,222.9989999999999
774,Portugal,1997,176.03700000000003,99.30700000000002
775,Romania,1997,3.0860000000000007,37.469999999999985
776,Russian Federation,1997,3.965999999999997,62.55899999999999
777,SAARC (South Asian Association for Regional Cooperation),1997,1730.968,48.48199999999998
778,SADC (Southern African Development Community),1997,4.8859999999999975,84.93200000000003
779,SIDS (Small island developing States) (UN-OHRLLS),1997,274.36999999999995,1149.9380000000008
780,SIDS (Small island developing States) (analytical),1997,5.119,14.070999999999996
781,SIDS: Atlantic and Indian Ocean,1997,0.36000000000000026,0.6120000000000004
782,SIDS: Caribbean,1997,4.772000000000002,13.458999999999994
783,Selected LIFDC (Low-income food-deficit countries),1997,1950.5899999999992,59.06299999999999
784,Selected exporters of agricultural products,1997,345.3309999999999,159.64600000000007
785,Selected exporters of manufactured goods,1997,60954.24999999994,44055.20799999997
786,Selected exporters of manufactured goods and primary commodities,1997,17694.658,9225.472000000003
787,Selected exporters of minerals and mining products,1997,78.22800000000008,94.10000000000004
788,Selected exporters of petroleum,1997,211.228,150.45200000000008
789,Singapore,1997,268.90799999999996,1130.9219999999996
790,Slovakia,1997,6.139000000000001,101.61999999999999
791,Slovenia,1997,56.357000000000006,121.64199999999997
792,South America,1997,380.10099999999994,310.36600000000016
793,South-eastern Asia,1997,1120.3700000000001,2046.2890000000004
794,Southern Asia,1997,1736.8230000000003,48.77799999999998
795,Southern Europe,1997,6410.319,1324.2629999999992
796,Spain,1997,1094.014,356.4199999999998
797,Sub-Saharan Africa,1997,270.29300000000006,90.23500000000007
798,Sub-Saharan Africa excluding South Africa,1997,270.29300000000006,90.23500000000007
799,Sweden,1997,233.4569999999999,482.3170000000001
800,"Switzerland, Liechtenstein",1997,690.5939999999998,1070.7659999999996
801,TPP (Trans-Pacific Partnership),1997,5757.911000000004,15253.122000000008
802,Thailand,1997,101.607,232.884
803,Trinidad and Tobago,1997,1.2960000000000007,11.203999999999997
804,Tunisia,1997,57.79099999999999,4.237999999999999
805,Turkey,1997,195.77499999999992,63.36200000000002
806,UNASUR (Union of South American Nations),1997,28.45899999999999,122.712
807,UNECE (Economic Commission for Europe),1997,29151.212000000018,29415.86300000001
808,"UNECE: Eastern Europe, Caucasus and Central Asia",1997,11.523999999999997,91.97100000000002
809,UNECE: West Balkans,1997,87.916,54.71700000000001
810,Ukraine,1997,7.317000000000001,28.923999999999996
811,United Kingdom,1997,783.4720000000001,1691.978999999999
812,United Nations member States,1997,47978.37999999999,44275.294000000016
813,United States,1997,7342.0859999999975,8451.997000000007
814,Upper-middle-income economies (World Bank),1997,15420.650000000009,8631.930999999993
815,Uruguay,1997,1.4199999999999997,41.169000000000004
816,Venezuela (Bolivarian Rep. of),1997,7.881999999999995,122.712
817,WAEMU (West African Economic and Monetary Union),1997,9.302000000000001,4.306000000000004
818,Western Africa,1997,87.19899999999998,4.399000000000003
819,Western Asia,1997,210.06499999999997,67.05199999999999
820,Western Asia and Northern Africa,1997,441.2210000000001,87.839
821,Western Europe,1997,7544.808999999995,14040.464999999995
822,World,1997,91209.40899999999,78304.16299999997
823,Zambia,1997,0.035,84.32000000000001
824,"ACP (African, Caribbean and Pacific Group of States)",1998,289.57,31.675999999999974
825,ACP: Africa,1998,284.10299999999995,15.724000000000006
826,ACP: Caribbean,1998,5.467999999999999,15.96
827,ACP: Central Africa,1998,0.8570000000000005,0.0
828,ACP: Eastern Africa,1998,241.0199999999998,7.169
829,ACP: Islands States,1998,9.322,20.978999999999985
830,ACP: LDCs,1998,193.44599999999988,2.7390000000000003
831,ACP: LLDCs,1998,175.34799999999981,0.46200000000000024
832,ACP: Western Africa,1998,41.747000000000014,8.554000000000004
833,ACS (Association of Caribbean States),1998,1872.7889999999998,8177.741
834,"ADB (African Development Bank), developing member countries",1998,20290.234999999997,2029.648000000002
835,ADB: Group B,1998,1714.6959999999997,21.209000000000003
836,ADB: Group C,1998,18575.542999999998,2008.4310000000007
837,ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty),1998,37.72700000000002,54.72000000000003
838,AMU (Arab Maghreb Union),1998,206.5230000000001,223.01300000000006
839,APEC (Asia-Pacific Economic Cooperation),1998,81933.62100000004,73021.68400000001
840,APTA (Asia-Pacific Trade Agreement),1998,19887.569999999985,949.4169999999999
841,ASEAN (Association of Southeast Asian Nations),1998,758.7540000000005,2360.033999999999
842,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",1998,19247.548,7610.123000000005
843,Africa,1998,618.08,240.36900000000003
844,Africa excluding South Africa,1998,618.08,240.36900000000003
845,African Union,1998,618.08,240.36900000000003
846,Albania,1998,17.342,0.05800000000000004
847,Algeria,1998,22.673999999999996,12.011999999999997
848,America,1998,14171.47100000001,19854.051
849,Argentina,1998,5.1080000000000005,82.55100000000007
850,Asia,1998,70036.92700000003,52820.51900000002
851,Asia and Oceania,1998,70122.288,53750.88700000001
852,Australia,1998,78.31400000000001,810.4140000000001
853,Austria,1998,406.09899999999976,471.2119999999996
854,Azerbaijan,1998,0.001,1.0560000000000007
855,BASIC,1998,19776.862000000005,278.4899999999999
856,BRICS,1998,19777.98800000001,327.22100000000006
857,Bahamas,1998,0.19200000000000012,4.025999999999997
858,Bangladesh,1998,2.3200000000000003,3.2679999999999985
859,Belarus,1998,4.951999999999999,69.53800000000001
860,BioTrade countries,1998,45992.57199999998,36313.81
861,Brazil,1998,147.42400000000006,15.588000000000006
862,Bulgaria,1998,105.67000000000006,47.270999999999994
863,CACM (Central American Common Market),1998,168.393,84.64500000000007
864,CAN (Andean Community),1998,56.05200000000002,88.95399999999998
865,CARICOM (Caribbean Community),1998,5.467999999999999,15.96
866,CBD (Convention on Biological Diversity),1998,55086.35299999998,49306.073000000026
867,CEMAC (Economic and Monetary Community of Central Africa),1998,0.8570000000000005,0.0
868,CEN-SAD (Community of Sahel-Saharan States),1998,352.52,221.188
869,CIS (Commonwealth of Independent States),1998,9.259999999999998,119.66400000000002
870,CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora),1998,55086.33699999998,49306.073000000026
871,COMESA (Common Market for Eastern and Southern Africa),1998,371.6900000000002,20.572
872,Canada,1998,3334.1899999999996,2877.091999999999
873,Caribbean,1998,5.434000000000002,15.198999999999995
874,Central America,1998,1853.615,8092.3449999999975
875,Central Asia,1998,0.4640000000000003,0.33600000000000013
876,Central and Southern Asia,1998,1714.8439999999991,46.31900000000001
877,Chile,1998,58.51600000000003,66.289
878,China,1998,17917.37000000001,244.97800000000015
879,"China, Hong Kong SAR",1998,46444.97499999999,43892.957999999984
880,"China, Macao SAR",1998,0.0,0.0
881,"China, Taiwan Province of",1998,2359.547000000002,1073.0970000000007
882,Colombia,1998,0.0,17.551000000000005
883,Costa Rica,1998,54.44000000000001,7.041000000000003
884,Croatia,1998,15.806000000000001,23.927000000000003
885,Cyprus,1998,0.09200000000000005,4.363999999999998
886,Czechia,1998,380.1459999999999,138.77099999999996
887,Côte d'Ivoire,1998,2.9360000000000017,5.829999999999998
888,Denmark,1998,547.0980000000001,298.88100000000003
889,Developed economies: Asia,1998,315.9220000000002,4321.870000000003
890,Developed economies: Asia and Oceania,1998,401.03600000000006,5249.409000000005
891,Developed economies: Oceania,1998,85.114,927.5280000000001
892,Developed regions (M49),1998,31406.51999999999,37076.72300000004
893,Developing economies excluding China,1998,54567.22999999998,56954.65600000001
894,Developing economies excluding LDCs,1998,72288.83,57193.630999999994
895,Developing economies: Asia,1998,69721.00000000003,48498.64500000005
896,Developing economies: Asia and Oceania,1998,69721.24200000003,48501.47500000006
897,Developing economies: Oceania,1998,0.24500000000000008,2.8449999999999993
898,Developing regions (M49),1998,72484.614,57199.65200000001
899,EAC (East African Community),1998,69.69699999999999,1.3790000000000007
900,ECA (Economic Commission for Africa),1998,618.08,240.36900000000003
901,ECA: Central Africa,1998,0.8570000000000005,0.0
902,ECA: Eastern Africa,1998,240.93299999999985,1.3790000000000007
903,ECA: Island economies,1998,3.8860000000000006,5.7879999999999985
904,ECA: Landlocked LDCs,1998,175.34799999999981,0.46200000000000024
905,ECA: Landlocked countries,1998,175.34799999999981,0.46200000000000024
906,ECA: Least developed countries,1998,193.44599999999988,2.7390000000000003
907,ECA: Mineral-rich countries,1998,46.42100000000003,14.729999999999997
908,ECA: Non-oil LDCs,1998,192.96199999999988,2.7390000000000003
909,ECA: Non-oil Producing,1998,571.5869999999999,222.083
910,ECA: North Africa,1998,334.45699999999977,224.646
911,ECA: Oil LDCs,1998,0.5240000000000001,0.4180000000000002
912,ECA: Oil producing economies,1998,46.47800000000002,18.28900000000001
913,ECA: Sahel,1998,27.013999999999978,0.4180000000000002
914,ECA: Small island States,1998,1.1009999999999998,5.7879999999999985
915,ECA: Southern Africa,1998,0.09600000000000006,5.7879999999999985
916,ECA: West Africa,1998,41.747000000000014,8.554000000000004
917,ECCAS (Economic Community of Central African States),1998,1.0050000000000001,0.0
918,ECLAC (Economic Commission for Latin America and the Caribbean),1998,2145.2760000000017,8457.8
919,ECLAC: Caribbean,1998,5.467999999999999,15.96
920,ECLAC: Latin America,1998,2139.8160000000016,8441.845999999998
921,ECO (Economic Cooperation Organization),1998,149.32099999999994,71.38499999999999
922,ECOWAS (Economic Community of West African States),1998,41.747000000000014,8.554000000000004
923,EFTA (European Free Trade Association),1998,1064.977,1267.2099999999996
924,EIEs (Emerging Industrial Economies) (UNIDO),1998,22702.804999999986,9616.210999999998
925,ESCAP (Economic and Social Commission for Asia and the Pacific),1998,67643.19899999996,52574.76099999997
926,ESCAP: Africa,1998,618.08,240.36900000000003
927,ESCAP: Countries with special needs,1998,3.3289999999999984,7.517000000000001
928,ESCAP: East and North-East Asia (ENEA),1998,64934.08100000001,49143.05499999998
929,"ESCAP: East and North-East Asia, incl. the Russian Federation",1998,64935.198,49191.781000000025
930,ESCAP: Europe,1998,18978.152000000002,20382.33099999998
931,ESCAP: High-income economies (World Bank),1998,47202.97500000003,50426.416
932,ESCAP: Landlocked developing countries,1998,0.7770000000000005,1.392000000000001
933,ESCAP: Latin America,1998,2145.2760000000017,8457.8
934,ESCAP: Least developed countries,1998,2.3200000000000003,3.2679999999999985
935,ESCAP: Lower-middle-income economies (World Bank),1998,2108.3579999999993,392.439
936,ESCAP: North and Central Asia,1998,1.7529999999999986,50.111
937,ESCAP: Other area,1998,120.65699999999995,151.7729999999999
938,ESCAP: Pacific,1998,85.355,930.368
939,ESCAP: Pacific island developing economies (PIDE),1998,0.24500000000000008,2.8449999999999993
940,ESCAP: Small islands developing States,1998,101.25099999999995,600.817
941,ESCAP: South and South-West Asia,1998,1863.241,91.20399999999994
942,ESCAP: Upper-middle-income economies (World Bank),1998,18331.87300000001,1755.9210000000003
943,ESCWA (Economic and Social Commission for Western Asia),1998,431.96899999999977,364.40600000000006
944,ESCWA: Arab countries,1998,455.12100000000004,376.42100000000016
945,ESCWA: Maghreb,1998,206.5230000000001,223.01300000000006
946,ESCWA: Mashreq,1998,144.241,5.677999999999999
947,EU15 (European Union 1995 … 2004),1998,16703.246000000003,18193.34699999999
948,EU25 (European Union 2004 … 2007),1998,17693.802000000003,18889.22499999998
949,EU27 (European Union 2007 … 2013),1998,17799.67100000001,18981.417999999987
950,EU28 (European Union 2013 … 2020),1998,17815.484000000004,19005.344999999983
951,Eastern Africa,1998,241.0199999999998,7.169
952,Eastern Asia,1998,67293.63600000003,50216.134000000035
953,Eastern Europe,1998,616.5959999999999,700.0020000000004
954,Eastern and South-Eastern Asia,1998,68052.38300000006,52576.16400000002
955,Ecuador,1998,17.347000000000005,71.40200000000002
956,Egypt,1998,127.467,1.6319999999999995
957,El Salvador,1998,37.36900000000004,13.297
958,Emerging markets,1998,72341.70100000007,57349.020000000004
959,Emerging markets: Africa,1998,146.95200000000003,1.6319999999999995
960,Emerging markets: America,1998,1954.1290000000001,8357.205000000002
961,Emerging markets: Asia,1998,69700.74100000001,48465.14900000003
962,Emerging markets: Europe and Kazakhstan,1998,539.8780000000002,525.0170000000002
963,Estonia,1998,10.284,2.229000000000001
964,Euro area,1998,15739.051000000012,15959.915000000005
965,Europe,1998,18979.273000000005,20431.060999999998
966,European Union (2020 …),1998,17150.81400000001,17274.207000000006
967,Faroe Islands,1998,0.025000000000000015,0.42500000000000027
968,Finland,1998,18.154999999999998,50.400000000000006
969,France,1998,770.2279999999996,3462.4270000000038
970,French Polynesia,1998,0.24500000000000008,2.8449999999999993
971,G-77 (Group of 77),1998,21589.607,3494.2899999999986
972,G20 (Group of Twenty),1998,52218.07900000001,44845.21900000001
973,G7 (Group of Seven),1998,20643.57500000001,27877.900999999987
974,G8 (Group of Eight),1998,20644.694000000014,27926.629999999983
975,GCC (The Cooperation Council for the Arab States of the Gulf),1998,103.88999999999996,147.7279999999999
976,GSTP (Global System of Trade Preferences among Developing Countries),1998,5091.427000000001,11698.786999999998
977,GSTP: Africa,1998,357.4569999999999,226.92699999999996
978,GSTP: Asia,1998,2728.4280000000017,3089.237999999999
979,GSTP: Latin America,1998,1997.2040000000002,8365.929000000007
980,Gabon,1998,0.026000000000000016,0.0
981,Germany,1998,2328.9489999999987,6118.109000000003
982,Greece,1998,294.2999999999999,48.423999999999985
983,Guatemala,1998,25.237999999999985,8.685000000000006
984,Guyana,1998,0.024000000000000014,0.7590000000000003
985,HIPCs (Heavily indebted poor countries) (IMF),1998,243.06400000000005,25.095000000000006
986,High-income OECD members (World Bank),1998,31499.924999999996,37528.11200000006
987,High-income developing economies,1998,69637.62300000004,56505.06199999999
988,High-income economies (World Bank),1998,80549.79999999996,83434.49700000006
989,High-income non OECD members (World Bank),1998,49049.881,45906.39000000003
990,Honduras,1998,9.190000000000001,12.893000000000006
991,Hungary,1998,57.723,38.14999999999999
992,IGAD (Intergovernmental Authority on Development),1998,235.799,1.3790000000000007
993,Iceland,1998,0.001,35.821999999999996
994,India,1998,1712.059999999999,17.927000000000003
995,Industrialized economies (UNIDO),1998,80117.79800000002,83899.08599999998
996,Ireland,1998,2008.7689999999998,50.98699999999999
997,Israel,1998,0.0,0.0
998,Italy,1998,4537.603000000002,849.1150000000001
999,Jamaica,1998,1.2339999999999995,6.056999999999997
1000,Japan,1998,315.9220000000002,4321.870000000003
1001,Jordan,1998,0.8050000000000004,4.045999999999996
1002,Kazakhstan,1998,0.4640000000000003,0.33600000000000013
1003,Kenya,1998,66.31800000000003,1.3349999999999997
1004,"Korea, Republic of",1998,255.49900000000002,683.2319999999999
1005,LAIA (Latin American Integration Association),1998,1989.854,8397.064999999999
1006,LAS (League of Arab States),1998,455.12100000000004,376.42100000000016
1007,LDCs (Least developed countries),1998,195.76999999999984,6.0180000000000025
1008,LDCs: Africa,1998,193.44599999999988,2.7390000000000003
1009,LDCs: Africa and Haiti,1998,193.44599999999988,2.7390000000000003
1010,LDCs: Asia,1998,2.3200000000000003,3.2679999999999985
1011,LIFDC (Low-income food-deficit countries) (FAO),1998,2001.6260000000009,33.986000000000004
1012,LLDCs (Landlocked developing countries),1998,204.5049999999999,18.520999999999997
1013,LMMC (Like-Minded Megadiverse Countries),1998,22390.54699999999,9901.178999999996
1014,Latin America and the Caribbean,1998,2145.2760000000017,8457.8
1015,Latvia,1998,65.30900000000001,58.990999999999985
1016,Lithuania,1998,367.30300000000005,11.221000000000004
1017,Low-income developing economies,1998,192.4319999999998,2.7390000000000003
1018,Low-income economies (World Bank),1998,190.24199999999976,0.46200000000000024
1019,Lower-middle-income economies (World Bank),1998,2641.168000000001,675.0910000000002
1020,MERCOSUR (Southern Common Market),1998,171.60900000000007,194.245
1021,MRU (Mano River Union),1998,2.9360000000000017,5.829999999999998
1022,Major net food-exporting economies,1998,23968.267999999996,27846.414000000008
1023,Major net food-importing economies,1998,78868.90700000002,65368.77199999997
1024,Malaysia,1998,142.22699999999995,1042.3980000000004
1025,Malta,1998,0.02900000000000002,18.127999999999993
1026,Mauritius,1998,0.08300000000000005,5.7879999999999985
1027,Mexico,1998,1685.2269999999999,8007.708000000005
1028,Middle Africa,1998,0.8570000000000005,0.0
1029,Middle-income developing economies,1998,2654.5369999999994,691.8469999999991
1030,Morocco,1998,178.4520000000001,199.21600000000004
1031,NAFTA (North American Free Trade Agreement),1998,13711.438000000006,19402.95999999998
1032,Nagoya Protocol on Access and Benefit Sharing,1998,42044.068999999996,35502.543000000005
1033,Net food-exporting developed economies,1998,20076.38100000001,17961.36299999999
1034,Net food-exporting developing economies,1998,4395.695999999998,10013.420999999998
1035,Net food-exporting economies,1998,24472.071999999993,27974.777000000006
1036,Net food-importing developed economies,1998,11330.14200000001,19115.351
1037,Net food-importing developing economies,1998,68088.90400000002,47186.23199999999
1038,Net food-importing economies,1998,79419.05500000008,66301.59100000003
1039,Netherlands,1998,3622.824000000001,4098.995000000005
1040,New Zealand,1998,6.805999999999998,117.12000000000009
1041,Nicaragua,1998,23.728,2.845
1042,Niger,1998,0.03900000000000003,0.4180000000000002
1043,North Macedonia,1998,8.342999999999998,16.66899999999999
1044,Northern Africa,1998,334.45699999999977,224.646
1045,Northern America,1998,12026.212999999998,11396.255
1046,Northern America and Europe,1998,31005.48499999999,31827.315999999988
1047,Northern Europe,1998,4018.356,3067.758999999999
1048,Norway,1998,51.77199999999998,312.42600000000004
1049,OAS (Organization of American States),1998,14171.47100000001,19853.051000000003
1050,OECD (Organisation for Economic Cooperation and Development),1998,33334.01400000003,45598.584000000046
1051,OIC (Organisation of Islamic Cooperation),1998,814.325,1521.5390000000002
1052,OPEC (Organization of the Petroleum Exporting Countries),1998,159.78199999999975,236.404
1053,Oceania,1998,85.355,930.368
1054,Oman,1998,0.0,0.0
1055,Panama,1998,18.417,39.861999999999995
1056,Paraguay,1998,3.9289999999999967,0.0
1057,Peru,1998,25.32699999999999,0.0
1058,Philippines,1998,393.667,371.22499999999985
1059,Poland,1998,20.127,207.09500000000006
1060,Portugal,1998,173.08400000000003,113.65700000000005
1061,Romania,1998,0.21500000000000005,44.937
1062,Russian Federation,1998,1.1260000000000001,48.71900000000001
1063,SAARC (South Asian Association for Regional Cooperation),1998,1714.3839999999996,21.209000000000003
1064,SADC (Southern African Development Community),1998,5.568999999999999,5.7879999999999985
1065,SIDS (Small island developing States) (UN-OHRLLS),1998,107.80799999999999,622.5529999999998
1066,SIDS (Small island developing States) (analytical),1998,6.525000000000001,20.978999999999985
1067,SIDS: Atlantic and Indian Ocean,1998,1.1009999999999998,5.7879999999999985
1068,SIDS: Caribbean,1998,5.434000000000002,15.198999999999995
1069,Saudi Arabia,1998,103.88699999999994,147.7269999999999
1070,Selected LIFDC (Low-income food-deficit countries),1998,1981.851000000001,33.556000000000004
1071,Selected exporters of agricultural products,1998,324.72499999999985,232.1280000000001
1072,Selected exporters of manufactured goods,1998,71457.27500000005,56508.967
1073,Selected exporters of manufactured goods and primary commodities,1998,23120.639000000003,11106.547
1074,Selected exporters of minerals and mining products,1998,90.02599999999995,67.04899999999998
1075,Selected exporters of petroleum,1998,162.47199999999995,260.4599999999999
1076,Singapore,1998,101.01199999999996,597.9739999999999
1077,Slovakia,1998,25.238999999999997,86.02600000000001
1078,Slovenia,1998,64.30099999999999,130.909
1079,South America,1998,286.217,350.2460000000002
1080,South-eastern Asia,1998,758.7540000000005,2360.033999999999
1081,Southern Asia,1998,1714.3839999999996,45.98300000000002
1082,Southern Europe,1998,6203.016,1593.5729999999992
1083,Spain,1998,1046.4789999999998,384.74099999999964
1084,Sub-Saharan Africa,1998,283.6220000000001,15.724000000000006
1085,Sub-Saharan Africa excluding South Africa,1998,283.6220000000001,15.724000000000006
1086,Sweden,1998,284.982,515.2839999999999
1087,"Switzerland, Liechtenstein",1998,1013.2050000000002,918.9780000000002
1088,TPP (Trans-Pacific Partnership),1998,5747.780999999998,17840.862999999998
1089,"Tanzania, United Republic of",1998,2.674000000000001,0.0
1090,Thailand,1998,116.04900000000002,329.76499999999993
1091,Trinidad and Tobago,1998,2.0319999999999983,5.105
1092,Tunisia,1998,5.392000000000001,11.785000000000004
1093,Turkey,1998,148.86499999999992,45.21200000000001
1094,UNASUR (Union of South American Nations),1998,27.106000000000005,52.63200000000003
1095,UNECE (Economic Commission for Europe),1998,31154.971999999994,31872.495999999992
1096,"UNECE: Eastern Europe, Caucasus and Central Asia",1998,28.122000000000025,139.15699999999995
1097,UNECE: West Balkans,1998,87.10600000000001,44.231
1098,Uganda,1998,0.5590000000000003,0.04400000000000003
1099,Ukraine,1998,18.683000000000007,19.493
1100,United Kingdom,1998,664.6739999999998,1731.133
1101,United Nations member States,1998,55086.35299999998,49306.073000000026
1102,United States,1998,8692.015999999996,8518.16500000001
1103,Upper-middle-income economies (World Bank),1998,20509.910000000007,10166.322000000011
1104,Uruguay,1998,1.4189999999999996,44.242000000000026
1105,Venezuela (Bolivarian Rep. of),1998,13.721999999999994,51.86900000000003
1106,WAEMU (West African Economic and Monetary Union),1998,21.249999999999996,8.554000000000004
1107,Western Africa,1998,41.747000000000014,8.554000000000004
1108,Western Asia,1998,269.71499999999986,198.04299999999986
1109,Western Asia and Northern Africa,1998,604.1779999999999,422.6960000000003
1110,Western Europe,1998,8141.309000000004,15069.729000000001
1111,World,1998,103891.13399999995,94276.36699999998
1112,Zambia,1998,0.013,0.0
1113,"ACP (African, Caribbean and Pacific Group of States)",1999,350.2429999999998,45.794000000000025
1114,ACP: Africa,1999,342.211,29.709
1115,ACP: Caribbean,1999,8.035999999999998,16.086000000000006
1116,ACP: Eastern Africa,1999,206.51799999999992,23.534000000000013
1117,ACP: Islands States,1999,21.017000000000014,36.44099999999999
1118,ACP: LDCs,1999,120.20600000000005,5.779999999999993
1119,ACP: LLDCs,1999,91.74200000000003,0.9190000000000006
1120,ACP: Western Africa,1999,132.59899999999996,6.1559999999999935
1121,ACS (Association of Caribbean States),1999,1946.9059999999995,14650.338
1122,"ADB (African Development Bank), developing member countries",1999,40815.531999999985,2829.8599999999988
1123,ADB: Group B,1999,2126.944,15.475999999999988
1124,ADB: Group C,1999,38688.59200000001,2814.379999999999
1125,ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty),1999,47.170999999999964,43.531000000000006
1126,AMU (Arab Maghreb Union),1999,202.66099999999992,74.4
1127,APEC (Asia-Pacific Economic Cooperation),1999,103706.73999999998,96212.00000000009
1128,APTA (Asia-Pacific Trade Agreement),1999,40793.641999999985,1724.6519999999998
1129,ASEAN (Association of Southeast Asian Nations),1999,819.002,3177.5759999999977
1130,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",1999,40190.54300000002,10931.392000000005
1131,Africa,1999,627.3789999999997,114.78700000000002
1132,Africa excluding South Africa,1999,627.3789999999997,114.78700000000002
1133,African Union,1999,627.3789999999997,114.78700000000002
1134,Albania,1999,30.778999999999996,0.14900000000000008
1135,America,1999,15590.264999999996,30449.65899999999
1136,Argentina,1999,5.425000000000001,145.30900000000003
1137,Asia,1999,90789.89499999999,65477.76399999998
